id,title,price,rating,availability,category,image_url,product_page_url
892,The Course of Love,16.78,3,In stock (2 available),Fiction,https://books.toscrape.com/media/cache/c9/b9/c9b9ce0ea36cc737d1693ac89c5d0361.jpg,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html
893,Sugar Rush (Offensive Line #2),24.42,1,In stock (2 available),Sports and Games,https://books.toscrape.com/media/cache/10/65/106598cd8f3437c26a92cbda0a5a08bb.jpg,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html
894,"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,In stock (2 available),Sequential Art,https://books.toscrape.com/media/cache/bd/1e/bd1e9e86b838676121bc4954ab40712a.jpg,https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html
895,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,In stock (2 available),Philosophy,https://books.toscrape.com/media/cache/8c/bf/8cbf4667b5798cb8195f1e126ddd6a5c.jpg,https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html
896,New Moon (Twilight #2),12.86,4,In stock (2 available),Young Adult,https://books.toscrape.com/media/cache/dc/d6/dcd6ccbed1f8003d5bf53e2791c5abe7.jpg,https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html
897,Life,31.58,5,In stock (2 available),Music,https://books.toscrape.com/media/cache/9b/61/9b6155b8013ed9e05ef8a85b4117165b.jpg,https://books.toscrape.com/catalogue/life_104/index.html
898,Kindle Paperwhite User's Guide,34.0,3,In stock (2 available),Nonfiction,https://books.toscrape.com/media/cache/06/71/0671e3db3053c0dc22122eda29d6734c.jpg,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html
899,H is for Hawk,57.42,5,In stock (2 available),Nonfiction,https://books.toscrape.com/media/cache/14/00/140096c16c6e0b5d6df9d19f9493e8a5.jpg,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html
900,Girl Online On Tour (Girl Online #2),53.47,1,In stock (2 available),Young Adult,https://books.toscrape.com/media/cache/5a/36/5a36c880b8762469cd3d67dc05427128.jpg,https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html
901,"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,In stock (2 available),Sequential Art,https://books.toscrape.com/media/cache/87/36/8736be56d958f5d8d855108afb206c9f.jpg,https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html
902,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,In stock (2 available),Childrens,https://books.toscrape.com/media/cache/a8/9a/a89a1b7ffea60884f203877bb89f6ef4.jpg,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html
903,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,In stock (1 available),Sequential Art,https://books.toscrape.com/media/cache/31/3f/313fb7d006c8c507d63ce7e96b56d925.jpg,https://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html
904,While You Were Mine,41.32,5,In stock (1 available),Historical Fiction,https://books.toscrape.com/media/cache/4f/7c/4f7cde01c9711886ef5a8fa14996a52d.jpg,https://books.toscrape.com/catalogue/while-you-were-mine_97/index.html
905,Where Lightning Strikes (Bleeding Stars #3),39.77,3,In stock (1 available),Romance,https://books.toscrape.com/media/cache/a3/50/a35037c93fbc48a1a62dc74c71f62779.jpg,https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html
906,When I'm Gone,51.96,3,In stock (1 available),Fiction,https://books.toscrape.com/media/cache/f8/dd/f8ddbaef30884ed017b662b4069b78d4.jpg,https://books.toscrape.com/catalogue/when-im-gone_95/index.html
907,Ways of Seeing,39.51,5,In stock (1 available),Art,https://books.toscrape.com/media/cache/a5/54/a5542b7abc8673ea8254a3fe93b23e4e.jpg,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html
908,"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,In stock (1 available),Paranormal,https://books.toscrape.com/media/cache/39/82/39826643a2e100f9e763079d7d5867f4.jpg,https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html
909,Vampire Girl (Vampire Girl #1),53.82,2,In stock (1 available),Fantasy,https://books.toscrape.com/media/cache/32/8d/328dc781f0faaa70e67f9a04ef601d3c.jpg,https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html
910,Twenty Love Poems and a Song of Despair,30.95,4,In stock (1 available),Poetry,https://books.toscrape.com/media/cache/ec/10/ec10f11ff0ea13c17a42d81b03896235.jpg,https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html
911,Travels with Charley: In Search of America,57.82,5,In stock (1 available),Nonfiction,https://books.toscrape.com/media/cache/3f/c2/3fc2d771fe5f12df5de998d99036a35a.jpg,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html
912,Three Wishes (River of Time: California #1),44.18,2,In stock (1 available),Science Fiction,https://books.toscrape.com/media/cache/48/e6/48e697e9c8bba8ca04a3064551cda630.jpg,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html
913,This One Moment (Pushing Limits #1),48.71,1,In stock (1 available),Romance,https://books.toscrape.com/media/cache/bb/8b/bb8b7e644c005aba53d55240b54952ae.jpg,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html
914,The Zombie Room,19.69,5,In stock (1 available),Default,https://books.toscrape.com/media/cache/ca/4a/ca4a9ba7acfea039f1abeff1d95d9674.jpg,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html
915,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,In stock (1 available),Sequential Art,https://books.toscrape.com/media/cache/2a/29/2a296946d7a2ed3829e57d6b155be43b.jpg,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html
916,The Tumor,41.56,5,In stock (1 available),Nonfiction,https://books.toscrape.com/media/cache/8a/14/8a14b06317e794b3469e57d20270f80f.jpg,https://books.toscrape.com/catalogue/the-tumor_85/index.html
917,The Story of Hong Gildong,43.19,4,In stock (1 available),Classics,https://books.toscrape.com/media/cache/b5/5b/b55be7e5c18b62cef6ebeae404f7f643.jpg,https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html
918,The Silent Wife,12.34,5,In stock (1 available),Fiction,https://books.toscrape.com/media/cache/a6/37/a6378b97d817267de38ba58dfd0db412.jpg,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html
919,The Silent Twin (Detective Jennifer Knight #3),36.25,3,In stock (1 available),Fantasy,https://books.toscrape.com/media/cache/c1/80/c1800f5a0eaaaea8c2283b129cbac4ae.jpg,https://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html
920,The Selfish Gene,29.45,1,In stock (1 available),Science,https://books.toscrape.com/media/cache/d7/63/d763b806d6f0fb6580f16d08e00bdba6.jpg,https://books.toscrape.com/catalogue/the-selfish-gene_81/index.html
921,The Secret Healer,34.56,3,In stock (1 available),Historical Fiction,https://books.toscrape.com/media/cache/3e/59/3e59b2225c72d3dcf40a306e2b983314.jpg,https://books.toscrape.com/catalogue/the-secret-healer_80/index.html
922,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,In stock (1 available),Sequential Art,https://books.toscrape.com/media/cache/35/18/3518d80c6b73f9c76e9713af42b9c8e1.jpg,https://books.toscrape.com/catalogue/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html
923,The Republic,33.78,3,In stock (1 available),Add a comment,https://books.toscrape.com/media/cache/ab/bf/abbf443d42de3bad8d145794534934bb.jpg,https://books.toscrape.com/catalogue/the-republic_78/index.html
924,The Odyssey,29.64,3,In stock (1 available),Add a comment,https://books.toscrape.com/media/cache/46/09/4609b4e20bb1d076693b2d24e8e90704.jpg,https://books.toscrape.com/catalogue/the-odyssey_77/index.html
925,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,In stock (1 available),Mystery,https://books.toscrape.com/media/cache/62/8c/628c0151226402726149c98549671250.jpg,https://books.toscrape.com/catalogue/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html
926,The Nicomachean Ethics,36.34,1,In stock (1 available),Philosophy,https://books.toscrape.com/media/cache/16/f4/16f4518319f7dcadc23d020279f78545.jpg,https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html
927,The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,In stock (1 available),Default,https://books.toscrape.com/media/cache/94/31/9431e2494b4b32721b037c6f6dce9a03.jpg,https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html
928,The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,In stock (1 available),Fantasy,https://books.toscrape.com/media/cache/61/8a/618a23dc5a492a4aa8b15ba4bf80c781.jpg,https://books.toscrape.com/catalogue/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html
929,The Little Prince,45.42,2,In stock (1 available),Classics,https://books.toscrape.com/media/cache/c0/d6/c0d67625e62981155f5e1f553bda1a94.jpg,https://books.toscrape.com/catalogue/the-little-prince_72/index.html
930,The Light of the Fireflies,54.43,1,In stock (1 available),Add a comment,https://books.toscrape.com/media/cache/94/23/9423f5e8b08195183f7ee002f3b48b33.jpg,https://books.toscrape.com/catalogue/the-light-of-the-fireflies_71/index.html
931,The Last Girl (The Dominion Trilogy #1),36.26,2,In stock (1 available),Science Fiction,https://books.toscrape.com/media/cache/2a/88/2a88181c495875c02f87c2e6010b046d.jpg,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html
932,The Iliad,16.16,1,In stock (1 available),Add a comment,https://books.toscrape.com/media/cache/9e/14/9e14dd99b3b2f07f5a43ee2e007c1c26.jpg,https://books.toscrape.com/catalogue/the-iliad_69/index.html
933,The Hook Up (Game On #1),36.29,5,In stock (1 available),New Adult,https://books.toscrape.com/media/cache/90/de/90de87ce300bcbbfcdb9ad77fc9a2e5f.jpg,https://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html
934,The Haters,27.89,5,In stock (1 available),Young Adult,https://books.toscrape.com/media/cache/4a/13/4a1370ebafcaf6ba5f5e1fe4a609b6d8.jpg,https://books.toscrape.com/catalogue/the-haters_67/index.html
935,The Girl You Lost,12.29,5,In stock (1 available),Mystery,https://books.toscrape.com/media/cache/28/15/2815974db428ea019fc84e08af23095b.jpg,https://books.toscrape.com/catalogue/the-girl-you-lost_66/index.html
936,The Girl In The Ice (DCI Erika Foster #1),15.85,3,In stock (1 available),Mystery,https://books.toscrape.com/media/cache/83/54/835421d17d99c89fd99d07e17806357b.jpg,https://books.toscrape.com/catalogue/the-girl-in-the-ice-dci-erika-foster-1_65/index.html
937,The End of the Jesus Era (An Investigation #1),14.4,1,In stock (1 available),Nonfiction,https://books.toscrape.com/media/cache/fa/9d/fa9db3f9dfc5a859c091d1262a56a89f.jpg,https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html
938,The Edge of Reason (Bridget Jones #2),19.18,4,In stock (1 available),Womens Fiction,https://books.toscrape.com/media/cache/a1/4f/a14f3bc2743e3956cb10fddaaf62a1f9.jpg,https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html
939,The Complete Maus (Maus #1-2),10.64,3,In stock (1 available),Sequential Art,https://books.toscrape.com/media/cache/e5/0f/e50f35f47d84efaa739eff59b3dd4f7c.jpg,https://books.toscrape.com/catalogue/the-complete-maus-maus-1-2_62/index.html
940,The Communist Manifesto,14.76,3,In stock (1 available),Add a comment,https://books.toscrape.com/media/cache/b5/c7/b5c74ed5e387f2c13324e294c4b6412c.jpg,https://books.toscrape.com/catalogue/the-communist-manifesto_61/index.html
941,The Bhagavad Gita,57.49,3,In stock (1 available),Religion,https://books.toscrape.com/media/cache/13/27/13270087ac5cba3e999166a64991187a.jpg,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html
942,The Bette Davis Club,30.66,3,In stock (1 available),Fiction,https://books.toscrape.com/media/cache/fb/6c/fb6c914f1da870442031095c85f4cf80.jpg,https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html
943,The Art of Not Breathing,40.83,4,In stock (1 available),Young Adult,https://books.toscrape.com/media/cache/0b/9f/0b9f43b6b5cf8053dd2c68ecafe70b8a.jpg,https://books.toscrape.com/catalogue/the-art-of-not-breathing_58/index.html
944,Taking Shots (Assassins #1),18.88,2,In stock (1 available),Default,https://books.toscrape.com/media/cache/72/d7/72d7f51393409b2d130845e6ade7522b.jpg,https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html
945,Starlark,25.83,3,In stock (1 available),Historical Fiction,https://books.toscrape.com/media/cache/76/e2/76e2881d47f2da9283e52d3c57eef532.jpg,https://books.toscrape.com/catalogue/starlark_56/index.html
946,"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,In stock (1 available),Sequential Art,https://books.toscrape.com/media/cache/03/0a/030af2f71cc40b03f7d79a0929ac9c18.jpg,https://books.toscrape.com/catalogue/skip-beat-vol-01-skip-beat-1_55/index.html
947,Sister Sable (The Mad Queen #1),13.33,3,In stock (1 available),Fantasy,https://books.toscrape.com/media/cache/26/47/2647baddb86f91b6f7ea2fb8052edd62.jpg,https://books.toscrape.com/catalogue/sister-sable-the-mad-queen-1_54/index.html
948,Shatter Me (Shatter Me #1),42.4,1,In stock (1 available),Default,https://books.toscrape.com/media/cache/37/40/37407ed591f1a8e5433fc6b9128d5d10.jpg,https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html
949,Shameless,58.35,3,In stock (1 available),New Adult,https://books.toscrape.com/media/cache/e2/52/e252988534e955a047c562376b8b95c0.jpg,https://books.toscrape.com/catalogue/shameless_52/index.html
950,Shadow Rites (Jane Yellowrock #10),21.72,4,In stock (1 available),Fantasy,https://books.toscrape.com/media/cache/b8/35/b83561ef09d202d3c871649feed4b66d.jpg,https://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html
951,Settling the Score (The Summer Games #1),44.91,2,In stock (1 available),Sports and Games,https://books.toscrape.com/media/cache/95/c4/95c41c1765b517d6240bd674a02676b1.jpg,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html
952,Sense and Sensibility,37.46,1,In stock (1 available),Classics,https://books.toscrape.com/media/cache/a8/57/a857deea83c7d4c66e2920e1cf5d8fe0.jpg,https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html
953,"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,In stock (1 available),Sequential Art,https://books.toscrape.com/media/cache/86/01/860132d9f65dd9df2143fb9071a40115.jpg,https://books.toscrape.com/catalogue/saga-volume-1-saga-collected-editions-1_48/index.html
954,"Rhythm, Chord & Malykhin",28.34,2,In stock (1 available),Romance,https://books.toscrape.com/media/cache/1e/c9/1ec952e4d14d37dc7b6d74fa07f1ea37.jpg,https://books.toscrape.com/catalogue/rhythm-chord-malykhin_47/index.html
955,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,In stock (1 available),Sequential Art,https://books.toscrape.com/media/cache/70/da/70daa09e4ddebe1d60f50720c0b49976.jpg,https://books.toscrape.com/catalogue/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html
956,Paradise Lost (Paradise #1),24.96,1,In stock (1 available),Default,https://books.toscrape.com/media/cache/56/36/5636eec07534db6e8bc55ed562bad042.jpg,https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html
957,"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,In stock (1 available),Sequential Art,https://books.toscrape.com/media/cache/87/b3/87b3b5ff42301d1c7eeb0c81055f1633.jpg,https://books.toscrape.com/catalogue/paper-girls-vol-1-paper-girls-1-5_44/index.html
958,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,In stock (1 available),Sequential Art,https://books.toscrape.com/media/cache/27/33/27334267037a79caed4d7b0092d59fb5.jpg,https://books.toscrape.com/catalogue/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html
959,Origins (Alphas 0.5),28.99,1,In stock (1 available),Fantasy,https://books.toscrape.com/media/cache/ad/78/ad789235c675d02b730b57a166d910b5.jpg,https://books.toscrape.com/catalogue/origins-alphas-05_42/index.html
960,One Second (Seven #7),52.94,2,In stock (1 available),Fantasy,https://books.toscrape.com/media/cache/70/ad/70ad2de442bc3ffe36660ccabfe46148.jpg,https://books.toscrape.com/catalogue/one-second-seven-7_41/index.html
961,On the Road (Duluoz Legend),32.36,3,In stock (1 available),Default,https://books.toscrape.com/media/cache/7f/9b/7f9bc0563de554998e2d93b7edec4921.jpg,https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html
962,Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,In stock (1 available),Music,https://books.toscrape.com/media/cache/aa/55/aa55bbf7037a0e19ae69485adcc11903.jpg,https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html
